Title,Genre,IMDB Rating,Rating
How to Train Your Dragon 2,"Animation, Action, Adventure",7.8,PG
Howards End,"Drama, Romance",7.4,PG
Hridaynath,Action,4.6,N/A
Hubie Halloween,"Comedy, Mystery",5.2,PG-13
Hugo,"Drama, Family, Fantasy",7.5,PG
Hulk Vs.,"Animation, Action, Adventure, Fantasy, Sci-Fi",7.0,PG-13
Hum Aapke Hain Koun..!,"Comedy, Drama, Musical",7.5,Not Rated
Hum Saath-Saath Hain,"Drama, Musical",6.3,Not Rated
Humko Deewana Kar Gaye,"Drama, Romance",5.2,Not Rated
Humpty Sharma Ki Dulhania,"Comedy, Drama, Romance",6.0,Not Rated
Hungerford,"Action, Horror, Sci-Fi",3.8,Not Rated
Hunt for the Wilderpeople,"Adventure, Comedy, Drama",7.9,PG-13
Hunt to Kill,"Action, Thriller",5.2,R
The Hunter's Prayer,"Action, Thriller",5.6,R
Hunterrr,"Comedy, Romance",7.0,N/A
Hurricane Bianca,"Comedy, Drama",5.9,TV-MA
Hurricane Bianca: From Russia with Hate,Comedy,4.8,N/A
Husbands in Goa,Comedy,3.7,Not Rated
Hush,"Horror, Thriller",6.6,R
Hustle,"Crime, Drama, Mystery",8.1,TV-14
I Am,Documentary,7.5,Not Rated
I Am Bolt,"Documentary, Biography, Sport",7.1,PG
I Am Jane Doe,Documentary,6.8,N/A
I Am Jonas,"Drama, Mystery, Romance",7.0,N/A
I Am Kalam,"Comedy, Drama, Family",8.0,Not Rated
I Am Maris: Portrait of a Young Yogi,Documentary,7.1,N/A
I Am Michael,"Biography, Drama, Romance",5.6,Not Rated
I Am Mother,"Drama, Mystery, Sci-Fi",6.7,TV-14
I Am Not Your Negro,"Documentary, History",7.9,PG-13
I Am the Pretty Thing That Lives in the House,"Drama, Horror, Mystery",4.6,N/A
I Am Vengeance,"Crime, Thriller",5.7,N/A
I Am Vengeance: Retaliation,Action,3.4,R
I Am Woman,"Biography, Drama, Music",6.5,TV-MA
I Am Wrath,"Action, Thriller",5.4,R
I Don't Feel at Home in This World Anymore,"Comedy, Crime, Drama",6.9,TV-MA
I Don't Know How She Does It,"Comedy, Romance",5.0,PG-13
I Hate Luv Storys,"Comedy, Drama, Romance",5.6,Not Rated
I Will Follow,Drama,6.0,Not Rated
"I, Daniel Blake",Drama,7.9,R
I'll See You in My Dreams,"Comedy, Drama, Romance",6.7,PG-13
I'll Sleep When I'm Dead,"Crime, Drama, Mystery",5.8,R
Brent Morin: I'm Brent Morin,Comedy,6.6,N/A
I'm in Love with a Church Girl,"Crime, Drama, Romance",4.4,PG
I'm Thinking of Ending Things,"Drama, Thriller",6.6,R
Ibiza,"Comedy, Romance",5.2,TV-MA
iBoy,"Action, Crime, Sci-Fi",6.0,TV-MA
Icarus,"Documentary, Sport",7.9,TV-MA
Ice Guardians,"Documentary, Sport",7.5,N/A
Iceman,"Drama, Sci-Fi",6.1,PG
Ideachi Kalpana,Comedy,5.8,Not Rated
Igor,"Animation, Comedy, Family",6.0,PG
III Smoking Barrels,Drama,6.6,N/A
Iliza Shlesinger: Confirmed Kills,Comedy,6.6,TV-MA
Iliza Shlesinger: Unveiled,Comedy,6.5,TV-MA
Iliza Shlesinger: War Paint,Comedy,6.7,Not Rated
Imagine That,"Comedy, Drama, Family",5.6,PG
Imago,"Animation, Short",6.7,N/A
Imperfect,Comedy,8.9,N/A
Imperial Dreams,Drama,6.7,TV-MA
In a Valley of Violence,"Action, Western",6.0,R
In Darkness,"Mystery, Thriller",5.8,Not Rated
In Defense of a Married Man,"Crime, Drama",5.6,Not Rated
In Line,Drama,6.1,N/A
In Paradox,"Mystery, Thriller",5.1,N/A
In Search of Fellini,"Adventure, Biography, Drama",6.2,R
In the Deep,"Short, Drama, Family",6.7,N/A
In the Shadow of the Moon,"Crime, Mystery, Sci-Fi",6.2,TV-MA
In the Tall Grass,"Horror, Mystery, Sci-Fi",5.4,TV-MA
In This Corner of the World,Drama,5.2,N/A
Incarnate,"Horror, Thriller",5.3,PG-13
Inception,"Action, Adventure, Sci-Fi",8.8,PG-13
Incir Reçeli 2,"Drama, Romance",6.0,N/A
Incoming,"Action, Sci-Fi, Thriller",3.3,TV-MA
Incomplete,Drama,5.6,N/A
Inconceivable,"Drama, Thriller",5.2,R
Lagaan: Once Upon a Time in India,"Drama, Musical, Sport",8.1,PG
Indian Horse,"Drama, Sport",7.3,Not Rated
Indiana Jones and the Kingdom of the Crystal Skull,"Action, Adventure",6.1,PG-13
Indiana Jones and the Last Crusade,"Action, Adventure",8.2,PG-13
Indiana Jones and the Temple of Doom,"Action, Adventure",7.5,PG
Indiscretion,"Crime, Drama, Romance",4.9,Not Rated
Inequality for All,Documentary,8.0,PG
Inglourious Basterds,"Adventure, Drama, War",8.3,R
Initial D: First Stage,"Animation, Action, Comedy",8.4,TV-PG
Inkaar,"Drama, Romance, Thriller",6.0,Not Rated
Inkheart,"Adventure, Family, Fantasy",6.1,PG
Innocent,"Crime, Drama, Mystery",7.4,N/A
Insan,"Action, Crime, Drama",4.7,Not Rated
Inside Man: Most Wanted,"Action, Crime, Thriller",5.6,R
Insidious,"Horror, Mystery, Thriller",6.8,PG-13
Instructions Not Included,"Comedy, Romance",7.9,N/A
Internet Famous,Comedy,3.6,N/A
Interrogation,"Action, Thriller",5.0,R
Interview with a Serial Killer,"Documentary, Crime",5.9,PG-13
Into the Forest,"Drama, Thriller",5.8,R
Into the Inferno,Documentary,7.2,N/A
Into the Wild,"Adventure, Biography, Drama",8.1,R
Intuition,Thriller,3.3,N/A
Invictus,"Biography, Drama, History",7.3,PG-13
Invisible,Drama,6.0,N/A
Inxeba,"Drama, Romance",6.8,Unrated
IO,"Adventure, Drama, Sci-Fi",4.7,TV-14
Ip Man,"Action, Biography, Drama",8.0,R
Iqbal,"Drama, Sport",8.1,Not Rated
Irada Pakka,"Comedy, Drama",5.6,Not Rated
Iron Cowboy: The Story of the 50.50.50,"Documentary, Sport",6.6,N/A
Iron Man,"Action, Adventure, Sci-Fi",7.9,PG-13
Irreplaceable You,"Comedy, Drama, Romance",6.4,TV-MA
"Isa pa, with feelings","Comedy, Romance",7.8,N/A
Ishq Vishk,"Comedy, Romance",6.0,N/A
Ishqedarriyaan,Romance,4.9,N/A
Ishqiya,"Comedy, Drama, Romance",7.3,Not Rated
Isi,Short,N/A,N/A
Isoken,Romance,6.5,N/A
Issaq,"Drama, Romance",4.5,N/A
It Comes at Night,"Horror, Mystery, Sci-Fi",6.2,R
It Takes a Man and a Woman,"Comedy, Drama, Romance",6.8,TV-PG
It Takes Two,"Comedy, Family, Romance",5.9,PG
It's Her Day,Comedy,6.5,N/A
It's Now or Never,"Comedy, Documentary, Short",6.4,N/A
Ittefaq,"Crime, Mystery, Thriller",7.3,Not Rated
Iverson,"Documentary, Biography, Sport",7.1,Not Rated
Iyore,Drama,7.2,N/A
Jaal,"Crime, Thriller",7.3,N/A
Jaan-E-Mann: Let's Fall in Love... Again,"Comedy, Drama, Musical",6.1,Not Rated
Jaane Tu... Ya Jaane Na,"Comedy, Drama, Romance",7.5,N/A
Jab Harry Met Sejal,"Comedy, Drama, Romance",5.3,Not Rated
Jab We Met,"Comedy, Drama, Romance",7.9,Not Rated
Jack Taylor,"Crime, Drama",7.5,Not Rated
Jack Whitehall: At Large,Comedy,6.9,TV-MA
Jack Whitehall: Christmas with My Father,"Documentary, Comedy",5.9,N/A
Jack Whitehall: I'm Only Joking,Comedy,6.6,TV-MA
Jackie Brown,"Crime, Drama, Thriller",7.5,R
Jackpot,"Comedy, Thriller",2.0,Not Rated
Jacob's Ladder,"Drama, Horror, Mystery",7.5,R
Jada,"Drama, Sport",5.6,N/A
Jag älskar dig - En skilsmässokomedi,"Comedy, Drama, Romance",4.7,N/A
Jagat,"Crime, Drama, Family",7.0,N/A
Jagga Jasoos,"Action, Adventure, Comedy",6.5,TV-14
Jai Mummy Di,"Comedy, Drama, Romance",3.7,N/A
Jail,Drama,6.2,Not Rated
Jailbreak,"Action, Comedy",5.5,TV-MA
Jal,Drama,6.7,Unrated
Jalpari: The Desert Mermaid,"Drama, Family, Mystery",7.1,N/A
James Acaster: Repertoire,Comedy,8.5,TV-MA
Jamtara: Sabka Number Ayega,Crime,7.3,N/A
Janaan,"Drama, Musical, Romance",7.0,N/A
Jani Dueñas: Grandes fracasos de ayer y hoy,Comedy,4.8,N/A
Jarhead: Law of Return,"Action, Drama, War",5.7,R
Jatt James Bond,Comedy,6.7,Not Rated
Jatts in Golmaal,Comedy,6.3,Not Rated
Jay and Silent Bob Strike Back,Comedy,6.8,R
Jefe,Comedy,5.4,TV-MA
Jeff Dunham: All Over the Map,Comedy,7.1,TV-14
Jeff Dunham: Arguing with Myself,Comedy,8.0,Not Rated
Jeff Dunham: Beside Himself,Comedy,6.9,TV-MA
Jeff Dunham: Controlled Chaos,Comedy,7.5,Unrated
Jeff Dunham: Minding the Monsters,Comedy,7.1,TV-MA
Jeff Dunham: Relative Disaster,Comedy,6.4,TV-MA
Jeff Dunham: Unhinged in Hollywood,Comedy,6.7,Unrated
Jeff Dunham's Very Special Christmas Special,Comedy,7.5,Not Rated
Jeff Garlin: Our Man in Chicago,Comedy,5.9,N/A
Jem and the Holograms,"Adventure, Drama, Family",4.2,PG
Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),Comedy,6.8,Not Rated
Jen Kirkman: Just Keep Livin?,Comedy,6.7,N/A
Jenny Slate: Stage Fright,"Comedy, Reality-TV",5.9,TV-MA
Jeremiah Tower: The Last Magnificent,"Documentary, Biography",6.5,R
Jeremy Scott: The People's Designer,"Documentary, Biography",6.5,PG-13
Jerry Before Seinfeld,Comedy,7.0,TV-14
Jerry Seinfeld: 23 Hours to Kill,Comedy,6.7,TV-PG
Jerry Seinfeld: 'I'm Telling You for the Last Time',Comedy,7.9,TV-14
Jersey Boys,"Biography, Drama, Music",6.8,R
Jessica Darling's It List,Family,5.4,Not Rated
Jesus: Countdown to Calvary,"Documentary, Fantasy",7.0,TV-PG
Jewel's Catch One,Documentary,6.7,N/A
Jezebel,"Drama, Romance",7.5,Approved
Jhankaar Beats,"Comedy, Music, Romance",7.2,N/A
"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",Documentary,7.7,TV-MA
Jim Gaffigan: Beyond the Pale,"Documentary, Comedy",7.9,TV-14
Jim Gaffigan: Cinco,Comedy,7.1,TV-14
Jim Gaffigan: King Baby,"Documentary, Comedy",7.8,TV-PG
Jim Gaffigan: Mr. Universe,"Documentary, Comedy",7.8,Unrated
Jim Gaffigan: Obsessed,"Documentary, Comedy",7.6,TV-14
Jim Jefferies: BARE,Comedy,8.1,TV-MA
Jim Jefferies: Freedumb,Comedy,7.7,TV-MA
Jim Jefferies: This Is Me Now,Comedy,7.4,TV-MA
Jim Norton: Mouthful of Shame,Comedy,6.8,TV-MA
Jimi Hendrix,"Documentary, Biography, Music",7.8,R
Jimmy Carr: Funny Business,Comedy,7.2,Not Rated
Jimmy Neutron: Boy Genius,"Animation, Action, Adventure",6.0,G
Jindua,Family,6.5,N/A
Jingle Jangle: A Christmas Journey,"Family, Fantasy, Musical",6.5,PG
Jinxed,"Comedy, Family",6.5,G
Jiro Dreams of Sushi,Documentary,7.9,PG
Jo Koy: Comin' in Hot,Comedy,7.3,N/A
Jo Koy: In His Elements,Comedy,5.3,TV-MA
Jo Koy: Live from Seattle,Comedy,7.2,N/A
Joan Didion: The Center Will Not Hold,Documentary,7.5,N/A
Joan Rivers: Don't Start with Me,Comedy,6.6,TV-MA
Jodhaa Akbar,"Action, Drama, History",7.6,Not Rated
Joe Mande's Award-Winning Comedy Special,"Documentary, Comedy",6.1,TV-MA
Joe Rogan: Triggered,Comedy,7.4,N/A
John Wick,"Action, Crime, Thriller",7.4,R
John Carter,"Action, Adventure, Sci-Fi",6.6,PG-13
John Day,"Action, Crime, Drama",5.6,Not Rated
John Henry,"Drama, Thriller",3.5,R
John Mulaney: The Comeback Kid,Comedy,8.0,TV-MA
John Mulaney: Kid Gorgeous at Radio City,Comedy,8.0,TV-MA
John Mulaney: New in Town,Comedy,8.3,TV-MA
John Mulaney: The Comeback Kid,Comedy,8.0,TV-MA
Joker,"Crime, Drama, Thriller",8.4,R
Jonaki,Drama,6.8,N/A
Jonas,"Comedy, Family, Music",4.7,Not Rated
Jonathan,"Drama, Sci-Fi",5.9,TV-MA
Jonathan Strange & Mr Norrell,"Fantasy, History, War",8.1,N/A
Jora 10 Numbaria,Action,6.5,N/A
Joseph: King of Dreams,"Animation, Adventure, Biography, Drama, Family, History, Musical",6.5,Unrated
Joy,"Biography, Drama",6.6,PG-13
Juanita,Drama,6.0,TV-MA
Judah Friedlander: America is the Greatest Country in the United States,Comedy,7.8,N/A
Judd Apatow: The Return,Comedy,6.2,TV-14
Judge Singh LLB,Drama,7.3,Not Rated
Judwaa,"Action, Comedy, Drama",6.1,N/A
Judwaa 2,"Action, Comedy",3.6,TV-14
Judy Moody and the Not Bummer Summer,"Comedy, Family",4.3,PG
Julie,"Crime, Drama, Film-Noir",6.2,Approved
Julie and the Phantoms,"Short, Adventure, Comedy",8.5,TV-G
Jumping the Broom,"Comedy, Drama",5.7,PG-13
Junebug,"Comedy, Drama",6.9,R
Jupiter Ascending,"Action, Adventure, Sci-Fi",5.3,PG-13
Just Another Love Story,Drama,6.8,N/A
Just Friends,"Comedy, Romance",6.2,PG-13
Just Love,Family,N/A,N/A
Just the Way You Are,"Comedy, Romance",5.9,TV-G
Justice,"Crime, Drama, Thriller",7.9,N/A
"Justice, My Foot!",Drama,N/A,N/A
Justin Bieber: Never Say Never,"Documentary, Music",1.6,G
Justin Timberlake + the Tennessee Kids,"Documentary, Music",7.7,N/A
Justine,Drama,6.7,TV-MA
K-19: The Widowmaker,"Drama, History, Thriller",6.7,PG-13
Küçük Esnaf,"Action, Adventure, Comedy",5.6,N/A
Kaabil,"Action, Crime, Drama",7.1,Not Rated
Kaagar,"Crime, Drama",6.1,N/A
Kaakan,Romance,8.4,N/A
Kaake Da Viyah,Comedy,5.0,N/A
Kaal,"Adventure, Horror, Mystery",4.6,Not Rated
Kaali Khuhi,"Drama, Horror, Mystery",3.5,TV-14
Kaalia,"Action, Drama",6.8,Not Rated
Kaaliyan,Drama,N/A,N/A
Kabhi Alvida Naa Kehna,"Drama, Romance",6.1,Not Rated
Kabhi Haan Kabhi Naa,"Comedy, Drama, Music",7.8,N/A
Kabhi Khushi Kabhie Gham...,"Drama, Musical, Romance",7.4,Not Rated
Kabir Singh,"Action, Drama, Romance",7.1,Not Rated
Kacche Dhaagey,Drama,N/A,N/A
Kahaani,"Mystery, Thriller",8.1,Not Rated
Kai po che!,"Drama, Sport",7.8,Not Rated
Kajraare,"Crime, Drama, Romance",2.7,Not Rated
Kal Ho Naa Ho,"Comedy, Drama, Musical",7.9,Not Rated
Kalakalappu,Comedy,6.9,Not Rated
Kaleidoscope,Thriller,5.8,Not Rated
Kalek Shanab,"Comedy, Drama",5.4,N/A
"Kalel, 15",Drama,7.3,N/A
Kalki,"Action, Comedy, Crime",4.8,N/A
Kalushi: The Story of Solomon Mahlangu,"Biography, Drama, Thriller",6.5,N/A
Kaminey,"Action, Crime, Drama",7.4,Not Rated
Kandasamys: The Wedding,Comedy,6.0,N/A
Kannum Kannum Kollaiyadithaal,"Drama, Romance, Thriller",7.7,N/A
Kapoor & Sons,"Comedy, Drama, Family",7.7,Not Rated
Kappela,"Comedy, Romance",7.6,N/A
Kara Bela,"Action, Adventure, Comedy",6.8,N/A
Kardec,Biography,6.2,N/A
Karkar,"Comedy, Drama",3.4,N/A
Karthik Calling Karthik,"Drama, Mystery, Romance",7.1,Not Rated
Karzzzz,"Action, Drama, Musical",2.1,Not Rated
Kasanova,Romance,6.7,N/A
Kate,"Action, Adventure, Crime",6.2,R
Kath & Kim,Comedy,8.3,Not Rated
Katha,"Comedy, Drama",7.8,N/A
Katherine Ryan: Glitter Room,Comedy,6.7,TV-MA
Katherine Ryan: In Trouble,Comedy,7.0,TV-MA
Kathleen Madigan: Bothering Jesus,Comedy,7.0,N/A
Katt Williams: Kattpacalypse,Comedy,5.5,TV-MA
Katt Williams Live,"Documentary, Comedy",7.0,Not Rated
Katt Williams: The Pimp Chronicles Pt. 1,"Documentary, Comedy",7.7,TV-MA
Katti Batti,"Comedy, Drama, Romance",4.9,N/A
Kaviyude Osyath,Drama,3.7,N/A
Kay Dyache Bola,Comedy,7.0,Not Rated
Keith Richards: Under the Influence,"Documentary, Music",7.1,TV-PG
Kenny Sebastian: The Most Interesting Person in the Room,Comedy,6.1,TV-MA
Kevin Hart: I'm a Grown Little Man,"Documentary, Comedy",7.6,TV-MA
Kevin Hart: Irresponsible,Comedy,6.5,TV-MA
Kevin Hart: Laugh at My Pain,"Documentary, Comedy",7.4,R
Kevin Hart: Let Me Explain,"Documentary, Comedy",6.8,R
Kevin Hart: Seriously Funny,Comedy,7.6,TV-MA
Kevin Hart: What Now?,"Documentary, Comedy",5.9,R
Kevin Hart: Zero F**ks Given,Comedy,6.0,N/A
Kevin Hart's Guide to Black History,Comedy,5.5,TV-PG
Kevin James: Never Don't Give Up,Comedy,6.1,TV-PG
Kevin James: Sweat the Small Stuff,"Documentary, Comedy",7.5,TV-PG
Kevyn Aucoin: Beauty & the Beast in Me,"Documentary, Biography",6.9,TV-14
Khalnayak,Action,6.5,N/A
Khido Khundi,"Drama, Sport",6.7,N/A
Khoobsurat,"Comedy, Romance",6.4,N/A
Khoon Khoon,"Crime, Mystery, Thriller",5.2,N/A
Khosla Ka Ghosla!,"Comedy, Crime, Drama",8.3,Not Rated
Khubsoorat,"Comedy, Drama, Family",7.6,Not Rated
Khushi,"Drama, Romance",8.0,Not Rated
Kia and Cosmos,Drama,6.7,N/A
Kickboxer: Retaliation,"Action, Drama",5.0,R
Kickboxer: Vengeance,"Action, Crime, Drama",4.9,Not Rated
Kicking and Screaming,"Comedy, Drama, Romance",6.8,R
Kid Kulafu,"Biography, Drama, Sport",6.8,N/A
Kidnapping Mr. Heineken,"Action, Crime, Drama",6.1,R
Kidnapping Stella,"Crime, Thriller",4.8,TV-MA
New Kids on the Block,Comedy,7.2,N/A
Kill Bill: Vol. 1,"Action, Crime, Drama",8.1,R
Kill Bill: Vol. 2,"Action, Crime, Thriller",8.0,R
Kill Command,"Action, Horror, Sci-Fi",5.7,Not Rated
Kill Hitler! The Luck of the Devil,"Documentary, History",6.4,PG-13
Kill Ratio,Action,4.1,N/A
Kill the Irishman,"Biography, Crime, Drama",7.1,R
Kill the Messenger,"Biography, Crime, Drama",6.9,R
Killa,"Comedy, Drama",7.8,Not Rated
Killer Klowns from Outer Space,"Comedy, Horror, Sci-Fi",6.2,PG-13
Killers,"Action, Comedy, Romance",5.5,PG-13
Killing Hasselhoff,Comedy,4.5,R
Killing Them Softly,"Crime, Drama, Thriller",6.2,R
King Jack,"Adventure, Drama",7.0,Not Rated
King of Boys,"Crime, Drama",5.9,TV-MA
King of Peking,"Comedy, Drama",6.4,N/A
King's Ransom,"Comedy, Crime",4.4,PG-13
Kingpin,"Comedy, Sport",6.9,PG-13
Kings,"Drama, Sci-Fi",8.2,TV-14
Kis Kisko Pyaar Karoon,"Comedy, Romance",5.7,Not Rated
Kisaan,"Action, Crime, Drama",5.3,Not Rated
Kismat Konnection,"Comedy, Drama, Romance",5.2,N/A
Kiss Kiss Bang Bang,"Comedy, Crime, Mystery",7.5,R
Kiss the Girls,"Crime, Drama, Mystery",6.6,R
Kiss the Ground,Documentary,8.3,N/A
Kita kita,"Comedy, Drama, Romance",7.7,TV-PG
KL Zombi,"Comedy, Horror",4.4,N/A
Klaus,"Animation, Adventure, Comedy",8.2,PG
Knock Down the House,Documentary,7.1,PG
Knock Knock,"Drama, Thriller",4.9,R
Know Your Enemy - Japan,"Documentary, History, War",6.0,Not Rated
Knowing,"Action, Drama, Sci-Fi",6.2,PG-13
Kocan Kadar Konus,"Comedy, Drama, Fantasy",6.2,N/A
Kodachrome,Drama,6.8,TV-MA
Koi Aap Sa: But Lovers Have to Be Friends,"Comedy, Drama, Romance",5.1,N/A
Koko: The Gorilla Who Talks to People,Documentary,7.6,Not Rated
Kolaiyuthir Kaalam,"Drama, Thriller",2.7,N/A
Komola Rocket,Drama,7.5,N/A
Kon-Tiki,"Adventure, Biography, Drama",7.2,PG-13
Koshish,Drama,8.6,N/A
Kraftidioten,"Action, Comedy, Crime",7.2,R
Krish Trish and Baltiboy: Face Your Fears,Animation,4.1,N/A
Krisha,Drama,7.1,R
Krishna and His Leela,"Comedy, Romance",5.4,N/A
Krishna Cottage,"Horror, Mystery",5.2,Not Rated
Kristy,"Horror, Thriller",5.9,Not Rated
Krutant,"Drama, Thriller",6.2,N/A
Krystal,"Comedy, Drama",5.5,R
Kucch To Hai,"Horror, Mystery",4.2,Not Rated
Kuch Kuch Hota Hai,"Comedy, Drama, Musical",7.6,Not Rated
Kuldip Patwal: I Didn't Do It!,"Crime, Drama, Mystery",6.6,N/A
Kung Fu Magoo,"Animation, Action, Comedy",5.1,TV-G
Kung Fu Panda Holiday,"Animation, Short, Action",6.8,TV-Y7
Kung Fu Panda: Secrets of the Scroll,"Animation, Short, Action",7.1,TV-Y7
Kuntilanak,"Comedy, Family, Horror",4.8,TV-14
Kurbaan,"Action, Crime, Drama",5.7,Not Rated
Kuromukuro,"Animation, Action, Sci-Fi",7.2,TV-14
Kurt,Documentary,6.5,N/A
Kurtulus Son Durak,"Comedy, Drama",6.2,N/A
Kya Kehna,"Drama, Romance",5.9,Unrated
Kyaa Kool Hai Hum,"Comedy, Mystery",6.1,Unrated
Kyaa Kool Hain Hum 3,Comedy,1.9,N/A
Kygo: Live at the Hollywood Bowl,"Documentary, Music",6.5,Not Rated
Kyo Kii... Main Jhuth Nahin Bolta,"Action, Comedy, Drama",5.4,Not Rated
Kyun! Ho Gaya Na...,"Comedy, Drama, Romance",4.2,N/A
La última fiesta,"Comedy, Crime",4.4,TV-MA
La Bamba,"Biography, Drama, Music",6.9,PG-13
La coppia dei campioni,Comedy,3.7,N/A
La Leyenda Del Diamante,"Adventure, Fantasy, Horror",3.3,N/A
La Viuda Negra,Crime,7.4,TV-14
Laal Rang,"Comedy, Crime, Drama",8.0,Not Rated
Laatu,Drama,6.6,TV-Y7
Lady Bird,"Comedy, Drama",7.4,R
Lady Bloodfight,"Action, Crime, Drama",5.6,R
Lady Driver,Sport,5.8,PG
Lady in the Water,"Drama, Fantasy, Mystery",5.5,PG-13
Laerte-se,Documentary,7.0,TV-MA
Lagaan: Once Upon a Time in India,"Drama, Musical, Sport",8.1,PG
Lakshya,"Action, Drama, Romance",7.9,Not Rated
Lal Patthar,Drama,6.5,N/A
Lalbaug Parel: Zali Mumbai Sonyachi,Action,7.3,Not Rated
Lang Tong,Thriller,4.9,TV-MA
Lara and the Beat,"Drama, Music, Romance",6.3,TV-MA
Larceny,"Action, Thriller",3.5,N/A
Larry the Cable Guy: Remain Seated,Comedy,6.7,N/A
Last Ferry,"Crime, Drama, Thriller",5.1,Not Rated
Last Flight to Abuja,"Action, Drama, Thriller",4.6,TV-14
Last Knights,"Action, Drama, History",6.2,R
Last Night,"Drama, Romance",6.6,R
Last Tango in Halifax,"Comedy, Drama, Romance",8.3,TV-14
Late Life: The Chien-Ming Wang Story,"Documentary, Sport",7.2,N/A
Lavell Crawford: Can a Brother Get Some Love,"Documentary, Comedy",7.0,Not Rated
Lawless,"Crime, Drama",7.3,R
Layer Cake,"Action, Crime, Drama",7.3,R
Layla M.,Drama,6.6,N/A
Le K Benzema,"Documentary, Biography, Sport",7.0,N/A
Leap Year,"Comedy, Romance",6.5,PG
Leap Year,"Comedy, Romance",6.5,PG
LeapFrog Letter Factory Adventures: Counting on Lemonade,"Animation, Short, Family",6.8,TV-Y
Leapfrog: Numberland,"Animation, Short",6.2,Not Rated
Leapfrog: Phonics Farm,"Animation, Short",5.9,Not Rated
Lechmi,"Comedy, Crime, Horror",4.7,N/A
Left Behind,"Action, Fantasy, Sci-Fi",3.1,PG-13
Legend,"Biography, Crime, Drama",6.9,R
Legend of the Guardians: The Owls of Ga'Hoole,"Animation, Action, Adventure",6.9,PG
Legends of the Hidden Temple,"Adventure, Family, Game-Show",8.1,TV-G
Legion,"Action, Fantasy, Horror",5.3,R
Lego DC Comics: Batman Be-Leaguered,"Animation, Short, Action",6.5,TV-Y7
LEGO Friends: Girls on a Mission,Animation,7.6,TV-Y
Lego Jurassic World: The Indominus Escape,"Animation, Action, Adventure",5.7,Not Rated
Lego Marvel Super Heroes: Avengers Reassembled,"Animation, Action, Adventure, Comedy, Sci-Fi",6.2,Not Rated
LEGO Marvel Super Heroes: Black Panther - Trouble in Wakanda,"Animation, Action, Adventure, Comedy, Fantasy, Sci-Fi",5.7,Not Rated
Lego Marvel Super Heroes: Maximum Overload,"Animation, Short, Action",6.4,N/A
Lens,"Drama, Mystery, Thriller",6.7,Not Rated
Leo the Lion,"Animation, Family",1.6,N/A
Les Misérables,"Drama, Musical, Romance",7.6,PG-13
Leslie Jones: Time Machine,Comedy,5.2,N/A
Let It Snow,"Comedy, Romance",5.8,PG-13
Let There Be Light,Drama,4.7,PG-13
Let's Dance,"Comedy, Drama, Family",6.0,TV-MA
Lez Bomb,"Comedy, Drama",5.2,TV-14
"Liar, Liar, Vampire","Comedy, Family",5.8,TV-G
Liar's Dice,"Adventure, Drama, Family",6.8,N/A
Liefling,Musical,5.6,N/A
Life After Beth,"Comedy, Fantasy, Horror",5.7,R
Life in a Metro,"Comedy, Drama, Romance",7.4,N/A
Life Ki Toh Lag Gayi,"Action, Comedy",5.3,N/A
Life of an Outcast,Drama,6.7,N/A
Lifechanger,"Drama, Fantasy, Horror",5.4,N/A
Lifeline,"Action, Sci-Fi, Thriller",6.2,TV-MA
Light in the Dark,Thriller,6.0,TV-14
Like Arrows,Drama,6.5,Not Rated
Like Father,"Comedy, Drama",6.1,TV-MA
Lila,"Animation, Short, Adventure",7.5,Not Rated
Lilli,Thriller,5.7,TV-MA
Lincoln,"Biography, Drama, History",7.3,PG-13
Line Walker,"Action, Thriller",7.5,N/A
Lingua Franca,Drama,6.4,Unrated
Lion's Heart,"Short, Music",N/A,N/A
Lionheart,"Action, Crime, Drama",6.2,R
Liss Pereira: Reteniendo Liquidos,Comedy,6.5,N/A
Listen,Drama,7.1,N/A
Little Boxes,"Comedy, Drama",5.9,Not Rated
Little Evil,"Comedy, Horror",5.7,TV-MA
Little Men,Drama,6.7,PG
Little Miss Sumo,"Documentary, Short, Biography",6.6,N/A
Little Monsters,"Comedy, Horror, Sci-Fi",6.3,R
Little Nicky,"Comedy, Fantasy",5.3,PG-13
Little Sister,"Comedy, Drama",6.3,N/A
Living in Bondage: Breaking Free,"Drama, Fantasy",5.9,N/A
Lizzie Borden Took an Ax,"Biography, Crime, Drama, Mystery, Thriller",5.8,TV-14
Lo and Behold: Reveries of the Connected World,Documentary,7.0,PG-13
Lo más sencillo es complicarlo todo,Comedy,3.8,TV-PG
Lock,Thriller,6.1,N/A
"Lock, Stock and Two Smoking Barrels","Action, Comedy, Crime",8.2,R
Locke,Drama,7.1,R
Lockout,"Action, Sci-Fi, Thriller",6.1,PG-13
Loco Love,"Drama, Romance",4.4,N/A
Loev,"Drama, Romance",5.8,N/A
Logan's Run,"Action, Adventure, Sci-Fi",6.8,PG
Lola Igna,Drama,7.4,N/A
Lolita,"Crime, Drama, Romance",7.6,Not Rated
Lommbock,Comedy,6.7,Unrated
London Spy,"Crime, Drama, Mystery",7.4,N/A
Long Time Running,"Documentary, Music",7.9,N/A
Daddy's Home 2: Look Who's Back,"Documentary, Short",N/A,N/A
Lorai: Play to Live,Drama,7.2,N/A
